#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL
Synechococcus	Unknown	SynAce01	NZ_CP018091.1	649116	670352	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP018091.1&start=649116&end=670352
Synechococcus	Unknown	SynAce01	NZ_CP018091.1	855043	875982	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP018091.1&start=855043&end=875982
Synechococcus	Unknown	SynAce01	NZ_CP018091.1	951589	962411	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP018091.1&start=951589&end=962411
Synechococcus	Unknown	SynAce01	NZ_CP018091.1	1020512	1031334	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP018091.1&start=1020512&end=1031334
Synechococcus	Unknown	SynAce01	NZ_CP018091.1	2406346	2447477	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP018091.1&start=2406346&end=2447477
Synechococcus	Unknown	CBW1004	NZ_CP060397.1	937862	978966	t3pks	false	hierridin B/hierridin C	42	BGC0001962	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP060397.1&start=937862&end=978966
Synechococcus	Unknown	CBW1004	NZ_CP060397.1	1739250	1759661	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP060397.1&start=1739250&end=1759661
Synechococcus	Unknown	CBW1004	NZ_CP060397.1	2022034	2068112	t1pks	false	aldgamycin J/aldgamycin K/aldgamycin P/aldgamycin E	7	BGC0001396	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP060397.1&start=2022034&end=2068112
Synechococcus	Unknown	CBW1004	NZ_CP060397.1	2105600	2126527	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP060397.1&start=2105600&end=2126527
Synechococcus	Unknown	CBW1004	NZ_CP060397.1	2129157	2189299	t1pks hgle-ks hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP060397.1&start=2129157&end=2189299
Synechococcus	Unknown	CBW1004	NZ_CP060397.1	2871614	2931348	nrps-like nrps hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP060397.1&start=2871614&end=2931348
Synechococcus	Unknown	CBW1004	NZ_CP060397.1	3238169	3260041	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP060397.1&start=3238169&end=3260041
Synechococcus	Unknown	CBW1004	NZ_CP060397.1	3531200	3552556	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP060397.1&start=3531200&end=3552556
Prochlorococcus	marinus	MED4	NC_005072.1	129517	150426	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_005072.1&start=129517&end=150426
Prochlorococcus	marinus	MED4	NC_005072.1	591514	612798	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_005072.1&start=591514&end=612798
Prochlorococcus	marinus	MED4	NC_005072.1	994826	1016038	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_005072.1&start=994826&end=1016038
Synechococcus	Unknown	CC9605	NC_007516.1	1750195	1771434	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_007516.1&start=1750195&end=1771434
Synechococcus	Unknown	CC9605	NC_007516.1	2196246	2217155	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_007516.1&start=2196246&end=2217155
Synechococcus	Unknown	CC9605	NC_007516.1	2304539	2325490	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_007516.1&start=2304539&end=2325490
Synechococcus	Unknown	CC9311	NC_008319.1	870598	891831	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_008319.1&start=870598&end=891831
Synechococcus	Unknown	CC9311	NC_008319.1	1321671	1362766	t3pks	false	hierridin B/hierridin C	28	BGC0001962	https://antismash-db.secondarymetabolites.org/area?record=NC_008319.1&start=1321671&end=1362766
Synechococcus	Unknown	CC9311	NC_008319.1	2274942	2295851	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_008319.1&start=2274942&end=2295851
Prochlorococcus	marinus	MIT 9303	NC_008820.1	822183	843383	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_008820.1&start=822183&end=843383
Prochlorococcus	marinus	MIT 9303	NC_008820.1	951931	999242	nrps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_008820.1&start=951931&end=999242
Prochlorococcus	marinus	MIT 9303	NC_008820.1	1615890	1656985	t3pks	false	hierridin B/hierridin C	28	BGC0001962	https://antismash-db.secondarymetabolites.org/area?record=NC_008820.1&start=1615890&end=1656985
Prochlorococcus	marinus	MIT 9303	NC_008820.1	1819994	1830873	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_008820.1&start=1819994&end=1830873
Prochlorococcus	marinus	MIT 9303	NC_008820.1	1855531	1878738	lanthipeptide-class-ii	false	prochlorosins	11	BGC0001867	https://antismash-db.secondarymetabolites.org/area?record=NC_008820.1&start=1855531&end=1878738
Prochlorococcus	marinus	MIT 9303	NC_008820.1	2060653	2081934	terpene	false	nosiheptide	7	BGC0000610	https://antismash-db.secondarymetabolites.org/area?record=NC_008820.1&start=2060653&end=2081934
Prochlorococcus	marinus	MIT 9303	NC_008820.1	2340913	2361855	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_008820.1&start=2340913&end=2361855
Prochlorococcus	marinus	MIT 9303	NC_008820.1	2374753	2395035	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_008820.1&start=2374753&end=2395035
Prochlorococcus	marinus	MIT 9215	NC_009840.1	136257	157166	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_009840.1&start=136257&end=157166
Prochlorococcus	marinus	MIT 9215	NC_009840.1	628758	650042	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_009840.1&start=628758&end=650042
Prochlorococcus	marinus	MIT 9215	NC_009840.1	1004340	1025552	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_009840.1&start=1004340&end=1025552
Synechococcus	Unknown	WH 7805	NZ_CH724168.1	196325	237420	t3pks	false	hierridin B/hierridin C	42	BGC0001962	https://antismash-db.secondarymetabolites.org/area?record=NZ_CH724168.1&start=196325&end=237420
Synechococcus	Unknown	WH 7805	NZ_CH724168.1	781906	803160	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CH724168.1&start=781906&end=803160
Synechococcus	Unknown	WH 7805	NZ_CH724168.1	2023479	2044388	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CH724168.1&start=2023479&end=2044388
Synechococcus	Unknown	WH 7805	NZ_AAOK01000011.1	0	1542	rre-containing	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AAOK01000011.1&start=0&end=1542
Cyanobium	gracile	PCC 6307	NC_019675.1	493797	534895	t3pks	false	hierridin B/hierridin C	42	BGC0001962	https://antismash-db.secondarymetabolites.org/area?record=NC_019675.1&start=493797&end=534895
Cyanobium	gracile	PCC 6307	NC_019675.1	2812418	2833330	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019675.1&start=2812418&end=2833330
Cyanobium	gracile	PCC 6307	NC_019675.1	3167051	3219851	t3pks terpene hybrid	false	myxochromide S	25	BGC0001431	https://antismash-db.secondarymetabolites.org/area?record=NC_019675.1&start=3167051&end=3219851
Cyanobacterium	aponinum	PCC 10605	NC_019776.1	1058778	1079708	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019776.1&start=1058778&end=1079708
Cyanobacterium	aponinum	PCC 10605	NC_019776.1	1143727	1184855	arylpolyene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019776.1&start=1143727&end=1184855
Cyanobacterium	aponinum	PCC 10605	NC_019776.1	1257924	1281281	lanthipeptide-class-ii	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019776.1&start=1257924&end=1281281
Cyanobacterium	aponinum	PCC 10605	NC_019776.1	1537752	1572767	ni-siderophore	false	schizokinen	87	BGC0002633	https://antismash-db.secondarymetabolites.org/area?record=NC_019776.1&start=1537752&end=1572767
Cyanobacterium	aponinum	PCC 10605	NC_019776.1	1962628	1984551	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019776.1&start=1962628&end=1984551
Cyanobacterium	aponinum	PCC 10605	NC_019776.1	2268993	2279854	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019776.1&start=2268993&end=2279854
Cyanobacterium	aponinum	PCC 10605	NC_019776.1	2379041	2399854	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019776.1&start=2379041&end=2399854
Moorena	producens	3L	NZ_MKZR01000001.1	33932	47160	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=33932&end=47160
Moorena	producens	3L	NZ_MKZR01000001.1	126198	168628	nrps-like	false	nostophycin	27	BGC0001029	https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=126198&end=168628
Moorena	producens	3L	NZ_MKZR01000001.1	278016	324715	nrps	false	cyanochelin A	18	BGC0002411	https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=278016&end=324715
Moorena	producens	3L	NZ_MKZR01000001.1	805072	850925	nrps	false	rhizomide A/rhizomide B/rhizomide C	100	BGC0001758	https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=805072&end=850925
Moorena	producens	3L	NZ_MKZR01000001.1	1108227	1167820	nrps	false	vatiamide A/vatiamide B/vatiamide C/vatiamide D/vatiamide E/vatiamide F	23	BGC0002296	https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=1108227&end=1167820
Moorena	producens	3L	NZ_MKZR01000001.1	1560644	1581466	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=1560644&end=1581466
Moorena	producens	3L	NZ_MKZR01000001.1	1612305	1661565	nrps-like t1pks hybrid	false	1-heptadecene	100	BGC0001163	https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=1612305&end=1661565
Moorena	producens	3L	NZ_MKZR01000001.1	1782296	1827690	nrps-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=1782296&end=1827690
Moorena	producens	3L	NZ_MKZR01000001.1	2437395	2460269	rre-containing spliceotide hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=2437395&end=2460269
Moorena	producens	3L	NZ_MKZR01000001.1	2966592	3008976	lanthipeptide-class-v lanthipeptide-class-ii hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=2966592&end=3008976
Moorena	producens	3L	NZ_MKZR01000001.1	3048736	3104059	nrps nrps-like t1pks hybrid	false	barbamide	100	BGC0000962	https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=3048736&end=3104059
Moorena	producens	3L	NZ_MKZR01000001.1	3178623	3189490	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=3178623&end=3189490
Moorena	producens	3L	NZ_MKZR01000001.1	3675618	3717924	lanthipeptide-class-v	false	mycosporine-like amino acids (MAAs)	100	BGC0001678	https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=3675618&end=3717924
Moorena	producens	3L	NZ_MKZR01000001.1	3838904	3894555	t1pks	false	vatiamide A/vatiamide B/vatiamide C/vatiamide D/vatiamide E/vatiamide F	36	BGC0002296	https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=3838904&end=3894555
Moorena	producens	3L	NZ_MKZR01000001.1	4014009	4034489	hserlactone	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=4014009&end=4034489
Moorena	producens	3L	NZ_MKZR01000001.1	4308725	4329655	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=4308725&end=4329655
Moorena	producens	3L	NZ_MKZR01000001.1	4402090	4424841	lassopeptide rre-containing hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=4402090&end=4424841
Moorena	producens	3L	NZ_MKZR01000001.1	4505493	4559657	nrps	false	anachelin	15	BGC0002532	https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=4505493&end=4559657
Moorena	producens	3L	NZ_MKZR01000001.1	4867699	4888518	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=4867699&end=4888518
Moorena	producens	3L	NZ_MKZR01000001.1	5510945	5553145	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=5510945&end=5553145
Moorena	producens	3L	NZ_MKZR01000001.1	5652596	5674510	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=5652596&end=5674510
Moorena	producens	3L	NZ_MKZR01000001.1	6036289	6056466	microviridin	false	microviridin N9/microviridin N8/microviridin N7/microviridin N6/microviridin N5/microviridin N4/microviridin N3	33	BGC0002049	https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=6036289&end=6056466
Moorena	producens	3L	NZ_MKZR01000001.1	6518480	6565749	nrps	false	desmamide A/desmamide B/desmamide C	27	BGC0002625	https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=6518480&end=6565749
Moorena	producens	3L	NZ_MKZR01000001.1	6570674	6673737	t1pks nrps t3pks pks-like hybrid	false	jamaicamide A/jamaicamide B/jamaicamide C	53	BGC0001001	https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=6570674&end=6673737
Moorena	producens	3L	NZ_MKZR01000001.1	6706484	6748266	nrps-like	false	vatiamide A/vatiamide B/vatiamide C/vatiamide D/vatiamide E/vatiamide F	6	BGC0002296	https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=6706484&end=6748266
Moorena	producens	3L	NZ_MKZR01000001.1	6750678	6771560	cdps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=6750678&end=6771560
Moorena	producens	3L	NZ_MKZR01000001.1	7266881	7289926	cyanobactin	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=7266881&end=7289926
Moorena	producens	3L	NZ_MKZR01000001.1	7318586	7338967	microviridin	false	saxitoxin/neosaxitoxin/decarbamoylsaxitoxin/gonyautoxin 3/gonyautoxin 2	8	BGC0000188	https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=7318586&end=7338967
Moorena	producens	3L	NZ_MKZR01000001.1	7364050	7408367	t1pks	false	puwainaphycin A/puwainaphycin B/puwainaphycin C/puwainaphycin D	30	BGC0001125	https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=7364050&end=7408367
Moorena	producens	3L	NZ_MKZR01000001.1	7573169	7595932	rre-containing lassopeptide hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=7573169&end=7595932
Moorena	producens	3L	NZ_MKZR01000001.1	7945423	7968657	lanthipeptide-class-ii	false	divamide A	62	BGC0001576	https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=7945423&end=7968657
Moorena	producens	3L	NZ_MKZR01000001.1	8058881	8108397	nrps t1pks hybrid	false	hapalosin	40	BGC0001467	https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=8058881&end=8108397
Moorena	producens	3L	NZ_MKZR01000001.1	8140666	8171464	nrps-like	true	microcystin	30	BGC0001016	https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000001.1&start=8140666&end=8171464
Moorena	producens	3L	NZ_MKZR01000025.1	0	1175	nrps-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000025.1&start=0&end=1175
Moorena	producens	3L	NZ_MKZR01000035.1	0	1819	nrps	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MKZR01000035.1&start=0&end=1819
Stanieria	Unknown	NIES-3757	NZ_AP017375.1	1200364	1222281	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP017375.1&start=1200364&end=1222281
Stanieria	Unknown	NIES-3757	NZ_AP017375.1	2068199	2112606	nrps-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP017375.1&start=2068199&end=2112606
Stanieria	Unknown	NIES-3757	NZ_AP017375.1	2680995	2729341	t1pks nrps-like hybrid	false	1-heptadecene	100	BGC0001164	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP017375.1&start=2680995&end=2729341
Stanieria	Unknown	NIES-3757	NZ_AP017375.1	3349694	3425224	t1pks nrp-metallophore nrps hybrid	false	nostopeptolide A2	50	BGC0001028	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP017375.1&start=3349694&end=3425224
Stanieria	Unknown	NIES-3757	NZ_AP017375.1	3647722	3671025	lanthipeptide-class-ii	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP017375.1&start=3647722&end=3671025
Stanieria	Unknown	NIES-3757	NZ_AP017375.1	3971311	3992238	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP017375.1&start=3971311&end=3992238
Stanieria	Unknown	NIES-3757	NZ_AP017375.1	4009949	4053396	nrps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP017375.1&start=4009949&end=4053396
Stanieria	Unknown	NIES-3757	NZ_AP017375.1	5056338	5077163	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP017375.1&start=5056338&end=5077163
Stanieria	Unknown	NIES-3757	NZ_AP017375.1	5109077	5151789	nrps-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP017375.1&start=5109077&end=5151789
Synechococcus	Unknown	A15-62	NZ_CP047950.1	1612818	1634057	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP047950.1&start=1612818&end=1634057
Synechococcus	Unknown	A15-62	NZ_CP047950.1	2029559	2050468	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP047950.1&start=2029559&end=2050468
Nostoc	commune	SO-36	NZ_AP025732.1	113023	135238	phosphonate	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025732.1&start=113023&end=135238
Nostoc	commune	SO-36	NZ_AP025732.1	1001248	1044812	mycosporine-like	false	hexose-palythine-serine/hexose-shinorine	42	BGC0001615	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025732.1&start=1001248&end=1044812
Nostoc	commune	SO-36	NZ_AP025732.1	1248257	1269191	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025732.1&start=1248257&end=1269191
Nostoc	commune	SO-36	NZ_AP025732.1	1449002	1505203	nrps-like t1pks nrps hybrid	false	puwainaphycin F/minutissamide A/minutissamide B/minutissamide C/minutissamide D	38	BGC0001953	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025732.1&start=1449002&end=1505203
Nostoc	commune	SO-36	NZ_AP025732.1	2497377	2549827	hgle-ks t1pks hybrid	false	heterocyst glycolipids	100	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025732.1&start=2497377&end=2549827
Nostoc	commune	SO-36	NZ_AP025732.1	2658048	2679017	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025732.1&start=2658048&end=2679017
Nostoc	commune	SO-36	NZ_AP025732.1	3161256	3203709	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025732.1&start=3161256&end=3203709
Nostoc	commune	SO-36	NZ_AP025732.1	4143592	4201191	nrps	false	scytocyclamide A/scytocyclamide B/scytocyclamide B3/scytocyclamide C/scytocyclamide A2/scytocyclamide B2	53	BGC0002484	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025732.1&start=4143592&end=4201191
Nostoc	commune	SO-36	NZ_AP025732.1	4365171	4387087	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025732.1&start=4365171&end=4387087
Nostoc	commune	SO-36	NZ_AP025732.1	5692654	5713485	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025732.1&start=5692654&end=5713485
Nostoc	commune	SO-36	NZ_AP025732.1	5850000	5891380	nrps-like	false	microcystin	23	BGC0001016	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025732.1&start=5850000&end=5891380
Nostoc	commune	SO-36	NZ_AP025732.1	5937099	6021364	t1pks nrps-like nrp-metallophore nrps hybrid	false	anachelin	40	BGC0002532	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025732.1&start=5937099&end=6021364
Nostoc	commune	SO-36	NZ_AP025732.1	6043960	6066340	redox-cofactor	false	lankacidin C	13	BGC0001100	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025732.1&start=6043960&end=6066340
Nostoc	commune	SO-36	NZ_AP025732.1	6101465	6167389	nrps microviridin hybrid	false	nostopeptolide A2	100	BGC0001028	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025732.1&start=6101465&end=6167389
Nostoc	commune	SO-36	NZ_AP025733.1	9802	52874	nrps-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025733.1&start=9802&end=52874
Nostoc	commune	SO-36	NZ_AP025733.1	202930	235614	cyanobactin	false	scytodecamide	33	BGC0001880	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025733.1&start=202930&end=235614
Microcystis	Unknown	NIES-88	NZ_AP024565.1	218376	240674	lap	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP024565.1&start=218376&end=240674
Microcystis	Unknown	NIES-88	NZ_AP024565.1	549161	571069	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP024565.1&start=549161&end=571069
Microcystis	Unknown	NIES-88	NZ_AP024565.1	1098281	1188792	t1pks nrps-like nrps hybrid	false	microcystin LR	76	BGC0001017	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP024565.1&start=1098281&end=1188792
Microcystis	Unknown	NIES-88	NZ_AP024565.1	1348842	1375740	cyanobactin	false	kawaguchipeptin A	83	BGC0001632	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP024565.1&start=1348842&end=1375740
Microcystis	Unknown	NIES-88	NZ_AP024565.1	2008807	2029617	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP024565.1&start=2008807&end=2029617
Microcystis	Unknown	NIES-88	NZ_AP024565.1	2166785	2229206	nrps-like nrps hybrid	false	aeruginosin 98-A/aeruginosin 98-B/aeruginosin 98-C	78	BGC0000298	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP024565.1&start=2166785&end=2229206
Microcystis	Unknown	NIES-88	NZ_AP024565.1	2275194	2298542	lanthipeptide-class-ii	false	nostolysamide A/nostolysamide B	50	BGC0002699	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP024565.1&start=2275194&end=2298542
Microcystis	Unknown	NIES-88	NZ_AP024565.1	2949410	2969563	microviridin	false	microviridin B	80	BGC0000592	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP024565.1&start=2949410&end=2969563
Microcystis	Unknown	NIES-88	NZ_AP024565.1	3105478	3173806	nrps microviridin hybrid	false	micropeptin K139	75	BGC0001018	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP024565.1&start=3105478&end=3173806
Microcystis	Unknown	NIES-88	NZ_AP024565.1	4946412	4973760	cyanobactin	false	kawaguchipeptin A	83	BGC0001632	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP024565.1&start=4946412&end=4973760
Microcystis	Unknown	NIES-88	NZ_AP024565.1	5139240	5185180	t1pks terpene hybrid	false	calicheamicin	5	BGC0000033	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP024565.1&start=5139240&end=5185180
Prochlorococcus	marinus	XMU1412	NZ_JAAORJ010000001.1	128088	148997	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAAORJ010000001.1&start=128088&end=148997
Prochlorococcus	marinus	XMU1412	NZ_JAAORJ010000002.1	115375	136659	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAAORJ010000002.1&start=115375&end=136659
Prochlorococcus	marinus	XMU1412	NZ_JAAORJ010000002.1	495353	516565	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAAORJ010000002.1&start=495353&end=516565
Prochlorococcus	marinus	XMU1412	NZ_JAAORJ010000004.1	199381	221611	rre-containing lassopeptide hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAAORJ010000004.1&start=199381&end=221611
Crocosphaera	subtropica	ATCC 51142	NC_010546.1	1454842	1497788	nrps-like	false	1-heptadecene	100	BGC0001164	https://antismash-db.secondarymetabolites.org/area?record=NC_010546.1&start=1454842&end=1497788
Crocosphaera	subtropica	ATCC 51142	NC_010546.1	1855644	1876457	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_010546.1&start=1855644&end=1876457
Crocosphaera	subtropica	ATCC 51142	NC_010546.1	3066579	3219747	nrps nrp-metallophore t1pks nrps-like hybrid	false	anachelin	35	BGC0002532	https://antismash-db.secondarymetabolites.org/area?record=NC_010546.1&start=3066579&end=3219747
Crocosphaera	subtropica	ATCC 51142	NC_010546.1	3879772	3923567	t1pks terpene hybrid	false	fischerazole A/fischerazole B/fischerazole C	42	BGC0002624	https://antismash-db.secondarymetabolites.org/area?record=NC_010546.1&start=3879772&end=3923567
Crocosphaera	subtropica	ATCC 51142	NC_010546.1	4204335	4238650	thiopeptide lap hybrid	false	berninamycin K/berninamycin J/berninamycin A/berninamycin B	22	BGC0002363	https://antismash-db.secondarymetabolites.org/area?record=NC_010546.1&start=4204335&end=4238650
Crocosphaera	subtropica	ATCC 51142	NC_010546.1	4640049	4661996	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_010546.1&start=4640049&end=4661996
Calothrix	Unknown	PCC 7507	NC_019682.1	301574	323509	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019682.1&start=301574&end=323509
Calothrix	Unknown	PCC 7507	NC_019682.1	458096	500738	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019682.1&start=458096&end=500738
Calothrix	Unknown	PCC 7507	NC_019682.1	1770135	1812514	lanthipeptide-class-v	false	saxitoxin/neosaxitoxin/decarbamoylsaxitoxin/gonyautoxin 3/gonyautoxin 2	5	BGC0000188	https://antismash-db.secondarymetabolites.org/area?record=NC_019682.1&start=1770135&end=1812514
Calothrix	Unknown	PCC 7507	NC_019682.1	2615709	2626543	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019682.1&start=2615709&end=2626543
Calothrix	Unknown	PCC 7507	NC_019682.1	2960012	3003090	nrps-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019682.1&start=2960012&end=3003090
Calothrix	Unknown	PCC 7507	NC_019682.1	3104000	3165751	nrp-metallophore nrps t1pks hybrid	false	anachelin	55	BGC0002532	https://antismash-db.secondarymetabolites.org/area?record=NC_019682.1&start=3104000&end=3165751
Calothrix	Unknown	PCC 7507	NC_019682.1	3399727	3421983	terpene	false	geosmin	100	BGC0000661	https://antismash-db.secondarymetabolites.org/area?record=NC_019682.1&start=3399727&end=3421983
Calothrix	Unknown	PCC 7507	NC_019682.1	3867948	3888395	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019682.1&start=3867948&end=3888395
